,age,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,income,net_capital
4575,25,12,12,0,11,5,3,0,20,0,0
4576,38,13,13,0,12,2,3,1,40,0,0
4577,28,13,13,5,1,4,3,0,50,1,0
4578,36,9,9,0,3,1,0,1,40,0,0
4579,40,13,13,2,4,1,0,1,32,0,0
4580,37,11,11,2,10,2,3,1,40,0,0
4581,18,6,7,0,8,5,3,1,20,0,0
4582,51,10,10,2,10,0,0,1,50,0,0
4583,42,10,10,0,10,2,3,0,80,1,0
4584,41,11,11,2,4,5,3,1,40,0,0
4585,45,9,9,0,8,1,3,0,25,0,0
4586,32,13,13,5,4,4,3,0,38,1,0
4587,24,10,10,0,3,5,3,0,40,0,0
4588,63,5,6,1,3,2,3,1,20,0,0
4589,67,10,10,5,10,4,3,0,40,1,20051
4590,36,9,9,2,12,0,0,1,50,0,0
4591,52,7,8,5,11,4,3,0,60,1,0
4592,32,9,9,5,3,4,3,0,40,1,0
4593,38,10,10,5,4,4,3,0,45,0,0
4594,33,13,13,0,12,2,1,0,10,0,0
4595,50,9,9,2,10,0,3,1,40,0,0
4596,55,9,9,2,4,2,3,1,40,0,0
4597,47,10,10,2,11,0,3,1,42,0,0
4598,30,9,9,2,7,2,3,1,40,0,0
4599,40,2,3,5,7,4,2,0,8,0,0
4600,36,9,9,5,3,4,3,0,40,1,-1887
4601,50,1,2,4,8,2,3,0,40,0,0
4602,45,13,13,5,7,4,3,0,40,1,7688
4603,22,9,9,5,0,3,3,1,40,0,0
4604,34,9,9,5,10,4,3,0,50,1,0
4605,37,10,10,5,11,4,3,0,60,0,0
4606,57,3,4,1,8,0,0,1,29,0,0
4607,29,10,10,0,7,1,1,0,40,0,0
4608,31,9,9,0,6,2,3,0,40,0,0
4609,32,10,10,0,8,2,0,0,40,0,0
4610,45,13,13,5,12,4,0,0,45,1,0
4611,31,9,9,2,7,2,3,0,40,0,0
4612,29,9,9,3,6,0,3,1,30,0,0
4613,30,13,13,5,12,4,3,0,40,0,0
4614,43,9,9,5,11,4,3,0,50,0,0
4615,50,15,16,5,12,4,3,0,50,1,99999
4616,37,13,13,2,12,1,3,1,60,0,0
4617,59,14,14,3,12,5,0,1,35,0,0
4618,18,9,9,0,4,5,3,1,40,0,0
4619,25,13,13,0,8,5,3,0,43,0,0
4620,36,10,10,5,7,4,3,0,52,0,0
4621,17,5,6,0,10,5,3,1,12,0,594
4622,55,9,9,5,7,4,3,0,40,1,4386
4623,47,9,9,5,8,1,3,0,40,0,3908
4624,17,5,6,0,8,5,3,1,16,0,0
4625,18,10,10,0,8,5,3,0,30,0,0
4626,46,10,10,5,4,4,3,0,80,1,0
4627,31,9,9,0,7,1,0,0,40,0,0
4628,61,9,9,5,3,4,3,0,40,0,0
4629,28,0,1,0,5,2,3,0,38,0,0
4630,43,13,13,5,12,4,3,0,40,1,0
4631,26,13,13,0,11,2,3,1,50,0,0
4632,32,9,9,5,6,4,3,0,40,0,0
4633,52,9,9,5,1,4,3,0,40,0,0
4634,55,14,14,0,12,2,3,1,40,0,0
4635,67,9,9,1,4,0,3,1,40,0,6723
4636,25,10,10,0,8,2,3,0,48,0,0
4637,33,13,13,5,12,4,3,0,50,1,15024
4638,29,12,12,0,11,1,3,1,38,0,0
4639,20,10,10,0,0,5,3,1,40,0,0
4640,58,10,10,5,4,3,3,1,40,0,0
4641,56,13,13,0,12,0,3,1,20,0,0
4642,37,10,10,5,6,4,3,0,45,1,0
4643,36,3,4,2,10,2,2,1,35,0,0
4644,21,10,10,0,5,5,3,0,60,0,0
4645,26,9,9,0,8,2,0,1,16,0,0
4646,81,1,2,1,12,2,3,0,30,0,0
4647,52,12,12,0,3,5,1,0,40,0,0
4648,48,9,9,5,12,4,3,0,40,1,7688
4649,34,13,13,5,10,4,3,0,50,1,0
4650,47,2,3,5,3,4,3,0,40,0,0
4651,37,11,11,0,12,2,3,1,48,1,0
4652,37,13,13,0,12,2,3,1,45,0,0
4653,42,9,9,2,9,2,3,0,40,1,8614
4654,23,10,10,0,2,5,3,1,25,0,0
4655,37,9,9,0,6,2,3,0,50,0,0
4656,45,15,16,5,12,4,3,0,40,1,0
4657,28,10,10,0,9,0,4,1,40,0,0
4658,89,13,13,5,10,4,3,0,40,0,0
4659,54,14,14,2,12,0,0,1,37,1,0
4660,23,10,10,0,4,5,3,0,24,0,0
4661,20,2,3,0,12,2,3,0,25,0,0
4662,50,9,9,3,7,0,1,1,40,0,0
4663,35,9,9,0,3,2,3,1,40,0,0
4664,37,9,9,5,2,4,3,0,40,0,0
4665,31,9,9,0,4,2,3,1,40,0,0
4666,24,13,13,0,9,5,3,0,42,0,0
4667,52,10,10,0,3,2,3,0,40,0,0
4668,18,9,9,0,12,5,3,0,30,0,0
4669,35,9,9,5,10,4,3,0,40,0,0
4670,51,14,14,5,11,4,3,0,40,1,-2415
4671,41,9,9,5,11,4,3,0,65,1,15024
4672,57,10,10,5,4,3,3,1,40,1,0
4673,22,9,9,0,10,5,2,0,40,0,0
4674,37,13,13,5,5,4,3,0,45,0,0
4675,74,9,9,1,4,2,3,0,35,1,-2282
4676,56,9,9,0,10,2,3,0,40,0,0
4677,33,9,9,2,11,2,3,0,48,0,0
4678,31,10,10,5,1,4,3,0,30,0,0
4679,41,13,13,5,12,4,3,0,35,1,0
4680,26,13,13,2,4,0,3,1,40,0,0
4681,59,5,6,1,8,2,3,1,25,0,0
4682,23,9,9,5,10,2,0,0,60,0,0
4683,35,9,9,5,6,4,3,0,40,0,0
4684,50,11,11,2,4,0,3,1,40,0,0
4685,52,10,10,2,12,2,3,1,32,0,0
4686,31,10,10,5,11,3,3,1,40,0,0
4687,37,9,9,4,8,0,0,1,35,0,0
4688,48,10,10,5,7,4,3,0,40,0,0
4689,50,10,10,2,1,2,3,0,40,0,0
4690,30,9,9,5,2,4,3,0,40,0,0
4691,24,9,9,5,8,4,3,0,40,0,0
4692,57,9,9,5,7,4,3,0,60,0,0
4693,49,11,11,2,6,2,3,0,48,0,0
4694,23,13,13,0,11,2,3,0,40,0,0
4695,20,10,10,0,10,2,0,1,36,0,0
4696,52,9,9,5,8,3,1,1,40,1,0
4697,56,13,13,5,11,3,1,1,50,1,7688
4698,57,14,14,2,11,2,3,1,60,1,0
4699,20,10,10,0,1,5,3,0,40,0,0
4700,43,9,9,3,7,2,3,0,35,0,0
4701,41,8,15,5,12,4,1,0,50,1,99999
4702,45,10,10,2,10,2,3,0,40,0,0
4703,36,9,9,5,3,4,3,0,45,0,0
4704,62,4,5,2,8,0,3,1,40,0,0
4705,19,9,9,0,8,5,3,0,6,0,0
4706,24,10,10,5,11,4,3,0,50,0,0
4707,19,9,9,0,9,5,3,0,20,0,0
4708,20,9,9,5,12,3,3,1,40,0,0
4709,32,13,13,5,10,4,3,0,40,0,0
4710,44,10,10,0,4,2,3,1,45,0,0
4711,53,3,4,5,6,4,0,0,40,0,0
4712,45,3,4,5,8,4,1,0,36,0,0
4713,39,14,14,0,11,2,3,0,50,1,0
4714,55,14,14,5,12,4,3,0,25,1,0
4715,30,13,13,0,10,2,3,0,55,0,0
4716,39,10,10,5,11,4,1,0,40,1,0
4717,23,9,9,0,1,2,3,0,45,0,0
4718,28,13,13,0,10,2,3,1,48,0,0
4719,42,11,11,5,7,4,4,0,40,1,0
4720,35,9,9,2,3,2,3,0,40,0,0
4721,39,9,9,0,8,2,3,1,25,0,0
4722,29,13,13,2,9,0,3,1,20,0,0
4723,21,9,9,0,5,5,1,0,35,0,0
4724,35,14,14,5,4,4,3,0,38,0,0
4725,42,10,10,5,11,4,3,0,40,0,0
4726,28,4,5,0,3,2,3,0,30,0,0
4727,57,3,4,2,12,1,3,1,20,0,0
4728,59,9,9,2,4,2,3,1,45,0,0
4729,50,0,1,5,5,4,0,0,40,0,0
4730,37,8,15,5,12,4,3,0,50,1,7688
4731,20,9,9,0,3,1,3,0,40,0,0
4732,46,10,10,5,11,3,3,1,50,0,0
4733,28,10,10,0,9,0,3,1,40,0,0
4734,32,10,10,3,8,2,3,1,38,0,0
4735,20,4,5,0,6,0,3,0,35,0,0
4736,38,13,13,5,1,4,3,0,40,0,0
4737,36,13,13,0,12,2,3,1,45,0,0
4738,30,14,14,0,12,2,3,1,16,0,0
4739,35,14,14,0,11,2,3,1,45,1,0
4740,30,14,14,2,12,2,4,0,50,0,0
4741,56,4,5,2,1,2,3,0,40,0,0
4742,30,4,5,4,5,2,3,0,40,0,0
4743,64,1,2,5,3,4,3,0,40,0,0
4744,21,10,10,0,9,5,3,1,20,0,0
4745,17,5,6,0,7,5,3,0,35,0,0
4746,49,9,9,5,7,3,0,1,40,0,0
4747,37,13,13,5,12,4,3,0,40,1,0
4748,52,13,13,1,12,2,3,1,8,0,0
4749,55,9,9,5,8,1,3,1,33,0,0
4750,24,6,7,0,10,5,0,1,20,0,0
4751,23,9,9,2,10,2,3,1,30,0,0
4752,31,10,10,0,4,0,0,1,39,0,0
4753,17,5,6,0,12,5,3,0,14,0,0
4754,50,9,9,2,2,2,3,0,38,0,-1980
4755,33,9,9,5,10,4,3,0,55,0,0
4756,24,13,13,0,10,2,3,1,40,0,0
4757,37,7,8,5,8,3,3,1,45,0,0
4758,31,5,6,0,6,2,3,0,60,0,-2205
4759,77,10,10,5,12,4,3,0,8,0,0
4760,21,13,13,0,4,5,0,1,38,0,0
4761,18,10,10,0,10,5,3,0,10,0,0
4762,25,9,9,0,7,5,3,0,40,0,0
4763,57,11,11,1,7,2,0,0,40,0,0
4764,25,10,10,0,12,0,3,1,60,0,0
4765,62,10,10,1,11,2,3,1,20,0,0
4766,35,11,11,5,9,4,3,0,48,1,7298
4767,26,10,10,2,12,2,3,1,40,0,5060
4768,47,9,9,0,8,2,0,0,40,0,0
4769,25,12,12,0,11,2,3,1,40,0,0
4770,33,11,11,0,12,2,3,1,40,0,0
4771,28,13,13,0,2,5,3,0,40,0,0
4772,42,8,15,5,12,4,3,0,40,1,0
4773,50,14,14,5,11,4,3,0,40,1,0
4774,61,1,2,5,2,4,3,0,40,0,0
4775,50,9,9,5,3,4,3,0,40,0,0
4776,23,9,9,0,12,2,3,0,40,0,0
4777,27,10,10,0,12,0,3,1,25,0,0
4778,51,9,9,5,10,4,3,0,50,1,-1977
4779,37,10,10,5,9,4,3,0,39,0,0
4780,25,13,13,0,4,2,3,1,35,0,0
4781,38,13,13,5,4,4,1,0,42,1,0
4782,60,8,15,5,12,4,1,0,60,1,99999
4783,66,9,9,5,10,4,3,0,50,0,0
4784,74,10,10,5,10,4,3,0,24,1,6418
4785,37,14,14,5,12,4,3,0,70,0,0
4786,26,13,13,0,11,2,3,0,40,0,0
4787,39,10,10,5,11,4,3,0,40,1,0
4788,19,9,9,0,4,5,3,1,8,0,0
4789,35,5,6,5,4,3,3,1,36,0,0
4790,43,14,14,1,12,0,0,1,40,0,0
4791,31,9,9,5,10,4,3,0,50,1,0
4792,35,10,10,5,11,4,3,0,50,0,0
4793,30,10,10,2,10,0,3,1,65,0,0
4794,22,9,9,0,8,5,3,1,20,0,0
4795,36,3,4,2,3,2,3,1,40,0,0
4796,19,10,10,0,10,5,3,1,34,0,0
4797,36,9,9,2,7,2,3,0,75,0,0
4798,29,13,13,0,1,5,3,1,40,0,0
4799,30,10,10,0,1,2,3,1,40,0,3325
4800,31,9,9,5,4,3,3,1,40,0,0
4801,27,9,9,0,10,5,0,0,40,0,0
4802,44,11,11,5,7,4,1,0,40,0,-2129
4803,17,6,7,0,4,5,3,1,15,0,0
4804,36,9,9,5,7,4,3,0,40,1,0
4805,43,13,13,5,4,4,3,0,40,1,0
4806,46,4,5,5,10,4,3,0,40,0,0
4807,24,9,9,0,4,1,0,1,20,0,0
4808,42,10,10,0,6,2,0,0,40,0,0
4809,55,10,10,5,7,4,3,0,43,1,0
4810,61,11,11,1,7,0,3,1,40,0,0
4811,20,9,9,0,10,5,3,1,10,0,0
4812,60,10,10,5,10,4,3,0,40,0,0
4813,24,11,11,5,4,3,3,1,40,0,0
4814,33,13,13,5,12,4,3,0,51,0,0
4815,67,10,10,0,12,2,3,1,50,1,0
4816,34,9,9,0,11,2,3,0,50,0,0
4817,34,10,10,5,8,3,3,1,30,0,0
4818,38,10,10,2,12,5,3,1,40,0,0
4819,50,13,13,2,11,2,3,1,40,0,0
4820,45,10,10,5,7,4,3,0,46,0,0
4821,55,9,9,1,4,0,3,1,35,0,0
4822,18,9,9,0,10,5,3,0,35,0,0
4823,26,5,6,0,8,0,4,1,40,0,0
4824,40,11,11,1,4,0,3,1,30,0,0
4825,37,10,10,2,7,0,3,1,40,0,0
4826,35,5,6,5,3,4,3,0,45,0,0
4827,22,10,10,0,12,5,3,1,25,0,2176
4828,33,9,9,3,7,2,3,0,40,0,0
4829,42,10,10,5,4,3,3,1,40,1,0
4830,36,10,10,2,3,5,2,0,40,0,0
4831,41,10,10,5,11,4,3,0,60,0,0
4832,39,9,9,2,4,0,3,1,40,0,0
4833,63,10,10,5,2,4,1,0,40,1,0
4834,52,10,10,5,10,4,3,0,60,1,0
4835,36,5,6,0,8,0,3,1,35,0,0
4836,27,14,14,0,10,2,3,0,42,0,0
4837,19,6,7,0,8,5,3,1,15,0,0
4838,66,10,10,0,12,2,3,1,40,1,0
4839,74,10,10,1,11,2,0,0,40,1,15831
4840,17,4,5,0,8,5,3,0,5,0,0
4841,37,11,11,5,7,4,3,0,45,0,0
4842,52,9,9,5,7,4,3,0,50,1,0
4843,21,10,10,0,4,5,3,1,40,0,0
4844,44,14,14,3,11,2,3,0,40,1,-2559
4845,24,13,13,0,10,2,3,0,65,0,-1876
4846,19,10,10,0,12,5,3,0,18,0,0
4847,31,11,11,0,4,2,0,0,45,0,0
4848,42,10,10,5,11,4,3,0,40,1,0
4849,35,13,13,5,12,3,3,1,15,1,0
4850,35,11,11,5,7,4,3,0,55,0,0
4851,26,8,15,0,12,2,3,1,80,0,0
4852,39,10,10,5,3,3,3,1,40,0,0
4853,38,13,13,5,4,4,3,0,50,0,0
4854,39,13,13,5,11,4,1,0,40,1,0
4855,35,13,13,5,9,4,3,0,40,1,-1887
4856,40,9,9,5,7,3,3,1,45,0,0
4857,64,8,15,1,12,2,3,1,40,1,-2444
4858,22,10,10,0,4,5,3,1,40,0,0
4859,49,13,13,5,12,4,3,0,45,0,-1672
4860,26,5,6,5,2,4,3,0,38,0,0
4861,38,10,10,2,8,2,3,1,25,0,0
4862,44,2,3,4,7,2,3,0,45,0,0
4863,34,13,13,2,11,0,0,0,50,1,15020
4864,54,10,10,1,9,0,3,1,40,0,0
4865,22,10,10,0,8,5,3,1,10,0,0
4866,64,12,12,5,7,4,3,0,40,1,0
4867,22,9,9,0,10,5,3,1,20,0,0
4868,40,13,13,5,11,4,3,0,55,1,0
4869,36,9,9,5,3,4,3,0,40,1,5178
4870,20,9,9,0,12,1,3,0,40,0,0
4871,49,10,10,2,4,2,3,1,40,0,0
4872,42,9,9,5,7,4,3,0,40,1,0
4873,48,13,13,2,11,2,3,1,50,1,0
4874,27,7,8,0,7,5,3,0,40,0,0
4875,30,6,7,5,11,4,3,0,40,0,0
4876,22,9,9,0,10,2,3,1,28,0,0
4877,36,9,9,5,7,4,3,0,45,0,0
4878,53,10,10,2,4,1,3,1,40,0,0
4879,32,9,9,3,7,2,3,0,40,0,0
4880,48,10,10,5,11,4,3,0,50,0,0
4881,40,12,12,5,10,4,3,0,40,1,0
4882,24,13,13,5,12,4,3,0,40,0,0
4883,35,8,15,5,12,4,3,0,40,1,0
4884,35,10,10,5,7,4,3,0,40,1,0
4885,17,10,10,0,4,5,3,0,15,0,0
4886,28,13,13,2,4,2,3,1,40,0,0
4887,30,9,9,3,6,0,0,0,80,0,1506
4888,37,13,13,0,11,2,3,1,50,0,2174
4889,23,9,9,0,10,1,0,0,40,0,0
4890,17,5,6,0,10,5,3,1,22,0,0
4891,47,9,9,5,11,4,3,0,55,1,0
4892,43,10,10,5,12,4,3,0,40,1,0
4893,39,10,10,5,11,4,4,0,40,1,-1485
4894,37,9,9,5,4,4,3,0,40,0,0
4895,23,9,9,5,10,3,0,1,35,0,0
4896,41,9,9,2,10,0,3,1,40,0,0
4897,22,9,9,0,8,2,0,1,35,0,0
4898,30,13,13,4,12,2,3,1,35,0,0
4899,39,15,16,2,11,2,3,1,60,1,-2559
4900,65,9,9,5,7,4,3,0,50,1,0
4901,61,13,13,0,12,2,3,1,63,1,0
4902,20,7,8,0,8,2,3,0,30,0,0
4903,37,9,9,2,8,0,3,1,55,0,2977
4904,39,13,13,2,10,2,3,0,60,0,0
4905,27,9,9,0,8,2,0,0,40,0,0
4906,32,5,6,5,11,4,3,0,55,0,0
4907,54,10,10,2,4,2,3,1,35,0,0
4908,39,13,13,5,12,4,3,0,40,1,0
4909,17,6,7,0,8,1,0,0,20,0,0
4910,23,9,9,0,10,2,0,1,27,0,0
4911,19,6,7,0,10,0,3,1,25,0,0
4912,55,10,10,2,4,2,0,0,40,0,0
4913,36,12,12,3,9,2,3,1,3,0,0
4914,27,6,7,5,7,4,3,0,40,0,-1740
4915,23,10,10,0,3,2,0,1,40,0,0
4916,38,13,13,5,12,3,3,1,55,0,0
4917,22,9,9,0,7,5,3,0,40,0,0
4918,31,13,13,5,11,3,3,1,40,1,0
4919,53,13,13,5,11,4,3,0,60,1,0
4920,67,13,13,5,11,4,3,0,20,0,0
4921,42,9,9,5,4,4,3,0,55,1,0
4922,29,11,11,5,3,4,3,0,40,0,0
4923,31,10,10,0,10,2,3,0,40,0,-1504
4924,22,5,6,5,2,4,3,0,40,0,0
4925,50,9,9,1,4,1,0,1,40,0,0
4926,41,12,12,5,12,4,3,0,50,1,15024
4927,68,13,13,1,12,2,3,1,2,0,0
4928,42,13,13,5,11,4,3,0,50,1,0
4929,20,10,10,0,10,5,3,1,20,0,0
4930,18,9,9,0,10,5,1,1,40,0,0
4931,31,3,4,0,3,1,3,1,20,0,0
4932,56,10,10,5,11,4,3,0,40,1,-1887
4933,23,9,9,5,7,4,3,0,40,0,0
4934,45,11,11,0,12,1,3,1,32,0,0
4935,22,10,10,0,8,5,3,0,30,0,0
4936,23,13,13,0,4,2,3,1,46,0,0
4937,54,9,9,5,10,4,3,0,50,1,0
4938,34,12,12,5,10,4,3,0,38,1,0
4939,36,10,10,5,11,4,0,0,10,0,0
4940,29,11,11,3,4,0,0,1,40,0,0
4941,67,4,5,5,0,3,3,1,6,0,0
4942,48,13,13,5,4,4,3,0,48,1,0
4943,53,14,14,0,12,2,3,1,46,1,0
4944,42,3,4,5,7,4,3,0,50,1,4386
4945,56,9,9,5,5,4,3,0,20,0,0
4946,20,10,10,0,12,5,3,1,30,0,0
4947,40,9,9,0,8,1,0,0,40,0,0
4948,55,13,13,2,4,2,3,0,40,1,10520
4949,61,3,4,5,7,4,3,0,40,0,0
4950,35,13,13,5,12,3,3,1,40,1,0
4951,42,9,9,5,7,4,3,0,50,0,0
4952,32,10,10,5,6,4,3,0,60,1,0
4953,19,10,10,0,3,2,3,0,40,0,0
4954,21,12,12,0,4,5,3,0,40,0,0
4955,39,9,9,5,6,4,3,0,40,1,-1887
4956,22,9,9,3,4,1,3,1,40,0,0
4957,23,9,9,0,10,2,3,1,35,0,0
4958,49,6,7,5,6,4,3,0,70,0,-1902
4959,57,10,10,5,8,4,3,0,32,0,0
4960,49,6,7,5,2,4,3,0,40,0,0
4961,34,5,6,3,8,0,1,1,4,0,0
4962,46,6,7,5,7,4,3,0,32,0,0
4963,26,10,10,5,8,4,3,0,40,0,0
4964,38,9,9,2,7,2,3,0,41,0,0
4965,59,5,6,5,6,4,0,0,40,0,0
4966,24,12,12,2,3,2,3,0,40,0,0
4967,26,11,11,0,4,2,3,1,40,0,0
4968,41,10,10,5,10,4,3,0,50,0,0
4969,27,9,9,0,4,2,3,0,38,0,0
4970,23,9,9,0,2,5,3,0,35,0,0
4971,19,4,5,5,6,4,3,0,40,0,0
4972,39,9,9,0,7,5,3,0,40,0,0
4973,46,10,10,5,7,3,3,1,40,1,7298
4974,28,9,9,0,11,5,3,0,40,0,0
4975,62,9,9,2,8,2,3,1,40,0,0
4976,28,12,12,0,4,5,3,0,35,0,0
4977,35,9,9,0,4,0,3,1,40,0,0
4978,38,9,9,5,7,4,3,0,42,0,0
4979,53,15,16,2,11,2,3,0,60,1,0
4980,29,13,13,5,12,4,3,0,50,1,0
4981,17,7,8,0,8,5,3,1,8,0,0
4982,45,9,9,0,4,2,3,1,37,0,0
4983,20,9,9,0,7,1,3,0,40,0,0
4984,27,10,10,0,4,0,3,1,40,0,0
4985,59,9,9,5,8,4,3,0,40,0,0
4986,37,14,14,0,12,0,3,1,40,0,0
4987,27,10,10,0,2,5,3,0,40,0,0
4988,29,13,13,5,10,4,3,0,40,1,0
4989,26,10,10,2,12,1,3,1,35,0,0
4990,63,5,6,5,7,4,3,0,40,0,-1740
4991,39,10,10,2,7,5,3,1,50,1,0
4992,20,10,10,0,8,5,3,0,40,0,0
4993,20,9,9,0,7,2,3,0,35,0,0
4994,53,8,15,5,12,4,3,0,60,1,-1977
4995,49,5,6,5,12,3,3,1,40,0,0
4996,35,13,13,4,11,2,0,0,40,0,0
4997,40,9,9,2,11,2,3,1,60,0,0
4998,50,14,14,5,12,4,3,0,40,1,0
4999,35,14,14,5,4,4,3,0,45,1,0
5000,38,14,14,5,11,4,3,0,40,1,0
5001,47,9,9,2,4,2,3,1,40,0,0
5002,32,10,10,5,12,3,3,1,40,1,-1902
5003,43,13,13,5,5,3,3,1,60,1,0
5004,20,10,10,0,8,5,3,1,30,0,0
5005,33,9,9,3,9,2,3,0,40,0,0
5006,23,10,10,0,11,5,3,0,45,0,0
5007,50,8,15,5,11,4,3,0,50,1,15024
5008,60,10,10,2,9,2,3,1,50,0,6849
5009,56,15,16,5,11,4,3,0,60,1,0
5010,37,10,10,5,7,4,3,0,40,0,0
5011,57,5,6,2,4,2,3,0,64,0,0
5012,22,11,11,0,8,1,0,0,52,0,0
5013,48,8,15,5,12,4,3,0,48,1,99999
5014,27,10,10,5,7,4,0,0,40,0,0
5015,18,7,8,0,5,5,3,0,50,0,0
5016,41,12,12,5,7,4,3,0,60,1,0
5017,33,13,13,0,10,5,3,0,40,0,0
5018,51,9,9,4,3,2,3,0,50,0,0
5019,33,14,14,0,12,2,3,1,45,0,0
5020,25,13,13,0,4,2,3,1,32,0,0
5021,55,9,9,5,7,4,3,0,55,0,0
5022,29,6,7,2,8,2,3,1,70,0,0
5023,24,13,13,0,12,2,3,0,41,0,0
5024,41,13,13,5,11,4,3,0,50,1,0
5025,29,14,14,0,12,2,3,1,50,0,0
5026,39,10,10,5,7,4,4,0,50,1,0
5027,35,10,10,5,10,4,3,0,48,1,7298
5028,20,10,10,0,2,2,3,1,40,0,0
5029,41,11,11,2,9,2,3,1,40,0,0
5030,26,13,13,0,11,5,3,0,80,0,0
5031,44,9,9,2,7,2,3,0,45,0,0
5032,32,9,9,5,7,4,3,0,55,0,0
5033,35,9,9,2,12,2,3,0,40,0,0
5034,59,3,4,5,7,4,3,0,38,0,5013
5035,61,10,10,2,7,2,3,0,40,0,0
5036,20,9,9,0,3,5,3,0,43,0,0
5037,58,7,8,2,6,0,0,0,45,1,0
5038,48,6,7,5,7,4,3,0,55,0,0
5039,26,13,13,0,4,2,1,1,40,0,0
5040,28,10,10,5,8,4,3,0,40,0,0
5041,48,13,13,5,7,4,3,0,40,1,99999
5042,45,9,9,5,12,4,3,0,45,1,0
5043,18,9,9,0,2,5,3,0,40,0,1055
5044,23,9,9,0,7,5,3,0,40,0,0
5045,31,10,10,0,11,2,3,1,40,1,0
5046,19,9,9,0,12,5,0,0,20,0,0
5047,35,12,12,2,4,0,3,1,32,0,0
5048,22,9,9,0,2,2,3,0,40,0,0
5049,32,9,9,0,7,5,3,0,60,0,0
5050,69,9,9,1,4,0,3,1,20,0,0
5051,39,10,10,5,11,3,3,1,43,1,0
5052,21,10,10,0,12,2,1,1,15,0,0
5053,22,13,13,0,4,5,3,1,40,0,4416
5054,52,14,14,5,11,4,3,0,36,0,0
5055,44,14,14,5,11,4,3,0,48,0,0
5056,22,12,12,0,8,5,3,1,40,0,0
5057,49,12,12,5,10,4,3,0,45,1,0
5058,51,9,9,5,10,4,3,0,50,1,0
5059,27,14,14,0,12,2,1,0,20,0,0
5060,34,13,13,5,10,4,3,0,40,1,-1887
5061,20,10,10,0,4,5,3,1,12,0,0
5062,22,13,13,0,9,2,1,0,40,0,-2339
5063,68,6,7,1,3,2,0,1,35,0,-1870
5064,31,9,9,5,6,4,3,0,73,0,0
5065,22,9,9,0,8,2,3,0,30,0,0
5066,62,9,9,5,12,4,3,0,40,0,0
5067,28,9,9,0,4,5,4,1,40,0,0
5068,46,10,10,5,10,4,0,0,60,1,-1977
5069,49,9,9,5,11,4,3,0,40,0,0
5070,40,14,14,5,12,4,3,0,55,0,0
5071,54,9,9,5,7,4,3,0,40,0,0
5072,24,4,5,0,7,1,2,0,58,0,0
5073,27,12,12,0,11,2,3,1,40,0,0
5074,33,9,9,5,3,4,3,0,40,0,0
5075,19,10,10,0,8,1,4,0,42,0,0
5076,27,9,9,5,10,4,3,0,40,1,4386
5077,39,9,9,2,7,0,3,0,50,0,0
5078,29,13,13,4,11,2,3,0,50,0,0
5079,29,7,8,5,8,4,1,0,50,0,0
5080,44,2,3,5,5,4,3,0,84,1,0
5081,51,15,16,4,12,2,3,0,70,1,0
5082,37,13,13,5,10,4,3,0,55,1,0
5083,56,9,9,5,10,4,3,0,40,1,0
5084,19,6,7,0,4,0,3,1,15,0,0
5085,37,13,13,0,3,1,3,0,40,0,0
5086,18,10,10,0,10,5,3,1,15,0,0
5087,35,1,2,5,12,4,3,0,15,0,0
5088,28,3,4,5,7,4,3,0,35,0,3464
5089,40,13,13,5,12,4,3,0,60,1,3103
5090,50,14,14,5,12,4,3,0,40,0,0
5091,31,9,9,0,2,2,3,0,60,0,0
5092,57,6,7,2,8,0,3,0,50,0,4650
5093,40,13,13,5,10,4,3,0,50,1,0
5094,44,13,13,0,12,2,3,0,40,1,27828
5095,40,10,10,5,12,4,3,0,60,0,0
5096,42,10,10,0,11,0,3,1,45,0,0
5097,41,10,10,5,7,4,0,0,35,0,0
5098,23,10,10,4,8,2,3,0,45,0,0
5099,41,9,9,5,5,4,3,0,99,0,0
5100,41,10,10,0,10,5,3,0,40,0,0
5101,29,11,11,0,5,2,3,0,75,0,0
5102,33,13,13,0,4,2,0,1,40,0,0
5103,43,9,9,2,10,1,3,1,46,0,0
5104,18,10,10,0,10,5,3,1,10,0,0
5105,67,10,10,1,8,2,3,1,33,0,2346
5106,21,9,9,0,8,5,3,0,40,0,0
5107,36,7,8,5,3,4,3,0,48,0,0
5108,22,10,10,0,5,5,3,0,65,0,0
5109,64,13,13,5,12,4,3,0,40,1,0
5110,24,6,7,0,10,5,3,1,30,0,0
5111,44,9,9,5,7,4,3,0,40,0,0
5112,22,10,10,0,6,5,3,0,4,0,0
5113,60,3,4,5,6,4,3,0,15,0,0
5114,31,10,10,5,12,4,3,0,50,1,0
5115,74,7,8,5,2,4,3,0,11,0,0
5116,30,13,13,0,11,2,3,0,40,0,0
5117,29,6,7,0,6,0,3,0,40,0,0
5118,47,10,10,5,11,3,3,1,50,1,0
5119,71,11,11,1,4,2,3,1,20,0,0
5120,33,5,6,5,8,4,3,0,80,0,0
5121,56,9,9,1,3,0,3,1,30,0,0
5122,24,6,7,0,8,0,4,1,40,0,0
5123,37,13,13,5,10,4,3,0,40,1,0
5124,52,13,13,5,3,4,3,0,40,0,0
5125,42,13,13,5,8,4,3,0,40,0,0
5126,56,9,9,5,4,4,3,0,48,0,0
5127,52,13,13,2,7,2,3,0,40,0,0
5128,56,15,16,5,6,4,3,0,56,0,0
